name,addressLine,city,neighboorhoud,postcode,latitude,longitude
BEAUMONT HOSPITAL SPECIAL SCHOOL,TIRKEENAN MONAGHAN CO MONAGHAN,MONAGHAN,MONAGHAN,H18P997,54.2445217,-6.9633232
BELGARD HEIGHTS N S,NEW ROAD BELLURGAN DUNDALK,LOUTH,LOUTH,A91N288,54.0163225,-6.3222418
BELLURGAN N S,BELMAYNE AVENUE DUBLIN 13,DUBLIN,DUBLIN 13,D13AET1,53.4040718,-6.1692701
BELMAYNE EDUCATE TOGETHER NATIONAL SCHOOL,BELMAYNE AVENUE DUBLIN 13,DUBLIN,DUBLIN 13,D13H2VR,53.4042362,-6.1686633
BELMAYNE EDUCATE TOGETHER SECONDARY SCHOOL,6 GREAT DENMARK STREET DUBLIN 1,DUBLIN,DUBLIN 1,D01TK25,53.4042362,-6.1686633
BELVEDERE COLLEGE S.J,BENEAVIN ROAD FINGLAS DUBLIN,DUBLIN,DUBLIN 11,D11NH7E,53.355554,-6.2620957
BENEAVIN DE LA SALLE COLLEGE,1 MOUNT MERRION AVE BLACKROCK CO DUBLIN,DUBLIN,DUBLIN COUNTY,A94X864,53.3892447,-6.2868187
BENINCASA SPECIAL SCHOOL,BENNEKERRY CO. CARLOW,CARLOW,CARLOW,R93D535,52.835854,-6.9324744
BENNEKERRY NATIONAL SCHOOL,BENNETTSBRIDGE KILKENNY CO KILKENNY,KILKENNY,KILKENNY,R95R280,52.5921957,-7.1824419
BENNETTSBRIDGE NATIONAL SCHOOL,ARDOUGH BILBOA CARLOW CO. LAOIS,LAOIS,LAOIS,R93T611,52.796963,-7.0473458
BILBOA N SCHOOL,NEW INNS BALLYJAMESDUFF CO. CAVAN,CAVAN,CAVAN,A82CK31,53.9765424,-7.2996623
BILLIS N S,BIRDHILL KILLALOE CO. TIPPERARY,TIPPERARY,TIPPERARY,V94KC95,52.7465454,-8.4370488
BIRDHILL N S,STATION ROAD CO. CARLOW,CARLOW,CARLOW,R93P825,52.7674997,-8.4371207
BISHOP FOLEY MEMORIAL SCHOOL BOYS SNR SCH,ORWELL PARK TEMPLEOGUE DUBLIN 6W,DUBLIN,DUBLIN 16,D6WY791,53.3498053,-6.2603097
BISHOP GALVIN NS,BALLINREE NENAGH CO. TIPPERARY,TIPPERARY,TIPPERARY,E45HF74,52.4737894,-8.1618514
BISHOP HARTY NS,MCCURTAIN STREET FERMOY CO. CORK,CORK,CORK,P61XN80,51.8985143,-8.4756035
BISHOP MURPHY MEMORIAL BOYS SENIOR NATIONAL SCHOOL,ORWELL PARK TEMPLEOGUE DUBLIN 6W,DUBLIN,DUBLIN 16,D6WX093,53.3498053,-6.2603097
BISHOP SHANAHAN NS,WESTGATE ROAD BISHOPSTOWN CORK,CORK,CORK,T12KP78,51.8985143,-8.4756035
BISHOPSTOWN COMMUNITY SCHOOL,BLACKROCK COLLEGE CO DUBLIN,DUBLIN,DUBLIN COUNTY,A94FK84,53.3498053,-6.2603097
BLACKROCK EDUCATE TOGETHER SECONDARY SCHOOL,BALLYANCHOR ROAD LISMORE CO WATERFORD,WATERFORD,WATERFORD,P51N472,52.2593197,-7.1100703
BLACKWATER COMMUNITY SCHOOL,SHEEPMOOR AVENUE BLANCHARDSTOWN DUBLIN 15,DUBLIN,DUBLIN 15,D15F978,53.3498053,-6.2603097
BLAKESTOWN COMMUNITY SCHOOL,BALROTHERY BALBRIGGAN CO. DUBLIN,DUBLIN,DUBLIN COUNTY,K32WR94,53.3960209,-6.4027919
BLESSED OLIVER N S,BLESSINGTON DEMESNE BLESSINGTON CO WICKLOW,WICKLOW,WICKLOW,W91YX06,52.9862313,-6.3672543
BLESSINGTON 1 N S,NAAS RD BLESSINGTON CO WICKLOW,WICKLOW,WICKLOW,W91RD30,53.1702937,-6.5394322
BLESSINGTON COMMUNITY COLLEGE,RED LANE BLESSINGTON CO. WICKLOW,WICKLOW,WICKLOW,W91DK23,53.1695369,-6.5391134
BLESSINGTON EDUCATE TOGETHER NS,LAKE ROAD MOATE,WESTMEATH,WESTMEATH,N37E303,53.1696579,-6.5340687
BL OLIVER PLUNKETT N S,COOLREAGH BODYKE CO. CLARE,CLARE,CLARE,V94N5K0,52.8439049,-8.9817324
BODYKE N S,BOHERBUE COMPREHENSIVE SCHOOL BOHERBUE CO. CORK,CORK,CORK,P51TK28,52.8843406,-8.5967058
BOHERBUE N S,BOHERMEEN NS NAVAN CO. MEATH,MEATH,MEATH,C15XF70,53.605548,-6.6564169
BOHERMEEN N S,SRAHANE BALLYSIMON CO. LIMERICK,LIMERICK,LIMERICK,V94EF60,53.6538174,-6.7893126
BOHERMORE N S,BOHER BALLINA KILLALOE PO CO. TIPPERARY,TIPPERARY,TIPPERARY,V94T635,52.8020412,-8.3676568
BOHER N S,BOHER STREAMSTOWN CO. WESTMEATH,WESTMEATH,WESTMEATH,N91Y663,53.4617671,-7.5944692
BOHER N S,BOHESHIL GLENCAR CO. KERRY,KERRY,KERRY,V93EC56,52.1544607,-9.5668632
BOHESHILL MXD,BOOLAVOGUE FERNS CO. WEXFORD,WEXFORD,WEXFORD,Y21NW02,52.5551488,-6.4202905
BOOLAVOGUE N S,GROTTO PLACE BOOTERSTOWN BLACKROCK CO. DUBLIN,DUBLIN,DUBLIN COUNTY,A94AC97,52.55466,-6.41997
BOOTERSTOWN BOYS,CROSS AVE BLACKROCK CO DUBLIN,DUBLIN,DUBLIN COUNTY,A94E524,53.3005433,-6.1910044
BOOTERSTOWN N S,LOWER MAIN STREET BORRIS CO. CARLOW,CARLOW,CARLOW,R95RH6F,53.3088177,-6.1966947
BORRISOKANE COMMUNITY COLLEGE,BORRIS CO CARLOW,CARLOW,CARLOW,R95Y778,52.9963736,-8.1273256
BORRIS VOCATIONAL SCHOOL,BOSTON TUBBER CO. CLARE,CLARE,CLARE,H91XV70,52.5972716,-6.9178413
BOSTON N S,TRIM CO. MEATH,MEATH,MEATH,C15RK79,53.605548,-6.6564169
BOYNE COMMUNITY SCHOOL,CASTLELANDS BALBRIGGAN CO. DUBLIN,DUBLIN,DUBLIN COUNTY,K32YE94,53.550757,-6.784501
BRACKEN EDUCATE TOGETHER NS,BRACKENSTOWN ROAD SWORDS CO. DUBLIN,DUBLIN,DUBLIN COUNTY,K67CH99,53.6006247,-6.1783021
BRACKENSTOWN SENIOR N S,BRACKLOON WESTPORT,MAYO,MAYO,F28E8Y9,53.4538545,-6.2602417
BRACKLOON N S,BRANNOCKSTOWN NAAS CO. KILDARE,KILDARE,KILDARE,W91NY67,53.2120434,-6.8194708
BRANNOXTOWN  COMMUNITY N S,KILLARNEY RD BALLYWALTRIM BRAY CO WICKLOW,WICKLOW,WICKLOW,A98RT02,53.1883773,-6.1261746
BRAY SCHOOL PROJECT N S,BREAFFY CASTLEBAR CO. MAYO,MAYO,MAYO,F23WF99,54.0152604,-9.4289369
BREIFNE COLLEGE,STEPHENSTOWN CAMPUS NAUL ROAD BALBRIGGAN CO. DUBLIN,DUBLIN,DUBLIN COUNTY,K32AD90,53.6049761,-6.20367
BREMORE EDUCATE TOGETHER SECONDARY SCHOOL,BRIDESWELL ATHLONE CO. ROSCOMMON,ROSCOMMON,ROSCOMMON,N37P838,53.7592604,-8.2681621
BRIDESWELL N S,BRIDGETOWN CO WEXFORD,WEXFORD,WEXFORD,Y35R628,53.4533006,-8.0942891
BRIDGETOWN COLLEGE,BRIERFIELD TUAM CO. GALWAY,GALWAY,GALWAY,H54DY79,52.2302422,-6.549064
BRIERFIELD N SCHOOL,ROWLESTOWN DRIVE KILSALLAGHAN CO. DUBLIN,DUBLIN,DUBLIN COUNTY,K67Y308,53.3498053,-6.2603097
BRIGHDE NAOFA,BALLYNACARRIG BRITTA'S BAY CO. WICKLOW,WICKLOW,WICKLOW,A67XP71,52.9015181,-6.0506612
BRITTAS BAY MXD N S,BROADFORD CO. CLARE,CLARE,CLARE,V94AP28,52.88536,-6.06203
BROADFORD & KILBANE NATIONAL SCHOOL,SWORDS NORTH DUBLIN,DUBLIN,DUBLIN COUNTY,,53.3498053,-6.2603097
BROADMEADOW COMMUNITY NATIONAL SCHOOL,BANNOW ROAD CABRA DUBLIN 7,DUBLIN,DUBLIN 7,D07TD93,53.4660857,-6.2506013
BROWNEKNOWE N S,BRUCKLESS CO. DONEGAL,DONEGAL,DONEGAL,F94E427,55.0605701,-7.6215894
BRUCKLESS N S,BRUREE CO. LIMERICK,LIMERICK,LIMERICK,V35EK64,54.6399972,-8.3882318
BRUREE NATIONAL SCHOOL,BULGADEN KILMALLOCK CO. LIMERICK,LIMERICK,LIMERICK,V35F589,52.4228841,-8.6491696
BULGADEN N S,IRISH STREET BUNCLODY ENNISCORTHY CO WEXFORD,WEXFORD,WEXFORD,Y21FW99,52.4793603,-6.5839913
BUNCLODY VOCATIONAL COLLEGE,DEERPARK ROAD LISMORE CO. WATERFORD,WATERFORD,WATERFORD,P51TW59,52.1943549,-7.6227512
BUNSCOIL BHOTHAR NA NAOMH,EVERGREEN ROAD TURNERS CROSS CORK,CORK,CORK,T12H6KA,51.8884679,-8.4668332
BUNSCOIL CHRIOST RI,CAPPOQUIN CO. WATERFORD,WATERFORD,WATERFORD,P51E732,51.8886783,-8.4671112
BUNSCOIL GLEANN SIDHEAIN,ST MICHAEL'S ROAD GOREY CO. WEXFORD,WEXFORD,WEXFORD,Y25HD34,52.6739356,-6.2897251
BUNSCOIL LORETO,CLOUGHVALLEY CARRICKMACROSS CO. MONAGHAN,MONAGHAN,MONAGHAN,A81DT82,54.2492046,-6.9683132
BUNSCOIL MCAULEY RICE,O'BRIEN'S PLACE YOUGHAL CO. CORK,CORK,CORK,P36PR62,52.548233,-7.3871302
BUN SCOIL MUIRE,NEW ROAD ENNIS CO. CLARE,CLARE,CLARE,V95NX02,52.8483435,-8.9775077
BUNSCOIL NA MBRAITHRE,SUMMERHILL NENAGH,TIPPERARY,TIPPERARY,E45VW44,52.8661889,-8.194347
BUNSCOIL NA MBRÁITHRE CRÍOSTAÍ,LISANISKA FOXFORD CO MAYO,MAYO,MAYO,F26EY28,54.0260704,-9.1548522
BUNSCOIL NAOMH BRÍD AGUS PÁDRAÍG,KILCOONA HEADFORD CO. GALWAY,GALWAY,GALWAY,H91FX95,53.2773953,-9.0490015
BUNSCOIL NAOMH CHUANA,MITCHELSTOWN CO. CORK,CORK,CORK,P67FE82,52.265795,-8.266099
BUNSCOIL NA TOIRBHIRTE,CASTLEMOYLE NEW ROSS CO. WEXFORD,WEXFORD,WEXFORD,Y34XT89,52.4017573,-6.9293983
BUNSCOIL NIC AMHLAIDH,RUSHBROOKE COBH CO. CORK,CORK,CORK,P24VN20,51.8501595,-8.3146376
BUNSCOIL RINN AN CHABHLAIGH,CASTLEMOYLE NEW ROSS,WEXFORD,WEXFORD,Y34XN32,52.4793603,-6.5839913
BURNCHURCH NATIONAL SCHOOL,BURNFORT MALLOW CO CORK,CORK,CORK,P51FN32,52.5794453,-7.2947979
BURNFORT N S,BURRANE UPPER KILLIMER KILRUSH CO. CLARE,CLARE,CLARE,V15EW83,52.0675958,-8.6026376
BURRANE N S,CARROWNACON BALLYGLASS CLAREMORRIS CO. MAYO,MAYO,MAYO,F12YD72,54.0152604,-9.4289369
BURRISCARRA N S,HOWTH ROAD SUTTON DUBLIN 13,DUBLIN,DUBLIN 13,D13TC04,53.3498053,-6.2603097
BURROW N S,RIVERSTOWN DUNDALK CO LOUTH,LOUTH,LOUTH,A91W320,53.9986497,-6.1889826
BUSH POST PRIMARY SCHOOL,CIRCULAR ROAD BUSHY PARK GALWAY,GALWAY,GALWAY,H91AF57,53.274001,-9.0512662
BUSHY PARK N S,BUTLERSBRIDGE CO. CAVAN,CAVAN,CAVAN,H12RR66,54.0459842,-7.3760635
BUTLERSBRIDGE NS,JOHNSTOWN ROAD CABINTEELY DUBLIN 18,DUBLIN,DUBLIN 18,D18VH73,53.3498053,-6.2603097
CABINTEELY COMMUNITY SCHOOL,CABRA CENTRAL SCHOOL KINGSCOURT CO. CAVAN,CAVAN,CAVAN,A82FX44,53.9205208,-6.8116262
CABRA COMMUNITY COLLEGE,CAHERAGH DRIMOLEAGUE,CORK,CORK,P47AV25,51.8985143,-8.4756035
CAHERAGH NS,O'CONNELL STREET CAHIRCIVEEN CO. KERRY,KERRY,KERRY,V23TW26,51.9474714,-10.2268809
CAHERCIVEEN N S,CAHERLINE CAHERCONLISH CO. LIMERICK,LIMERICK,LIMERICK,V94KX74,51.9477992,-10.2209047
CAHERLINE N S,CAHERMORE ALLIHIES BEARA CO CORK,CORK,CORK,P75R704,51.8985143,-8.4756035
CAHERMORE NEW CENTRAL SCHOOL,MARKET STREET CAHIR CO. TIPPERARY,TIPPERARY,TIPPERARY,E21YY80,52.4737894,-8.1618514
CAHIR B N S,CAHER WEST KENMARE CO. KERRY,KERRY,KERRY,V93TD4V,51.8937784,-9.5269329
CAHIR NATIONAL SCHOOL,MAIN STREET NEWCASTLE CO. DUBLIN,DUBLIN,DUBLIN COUNTY,D22A388,53.3498053,-6.2603097
CAISLEAIN NUA LIAMHNA,INNPLOT ORANMORE,GALWAY,GALWAY,H91K7H2,53.2675832,-8.9332094
CALASANCTIUS COLLEGE,CALLYSTOWN CLOGHERHEAD CO. LOUTH,LOUTH,LOUTH,A92P981,53.9252324,-6.4889423
CAMCLOON N S,CAMOLIN ENNISCORTHY CO. WEXFORD,WEXFORD,WEXFORD,Y21F8H2,52.4793603,-6.5839913
CAMOLIN N S,CAMROSS PORTLAOISE CO LAOISE,LAOIS,LAOIS,R32YEF6,53.0049822,-7.5920594
CAMROSS N S,BASIN STREET UPPER DUBLIN 8,DUBLIN,DUBLIN 8,D08K338,53.3403638,-6.2894442
CANAL WAY EDUCATE TOGETHER NATIONAL SCHOOL,TURNPIKE DONERAILE CO.CORK,CORK,CORK,P51X796,51.8252829,-8.384449
CANON SHEEHAN PRIMARY SCHOOL,CARRIGADROHID MACROOM CO. CORK,CORK,CORK,P12W628,52.2221486,-8.582511
CANOVEE MIXED N S,GLENDALOUGH CO. WICKLOW,WICKLOW,WICKLOW,A98TR96,52.9862313,-6.3672543
CAOIMHIN NAOFA N S,CAPPATAGGLE BALLINASLOE,GALWAY,GALWAY,H53D297,53.2695123,-8.4103859
CAPPATAGLE CENTRAL SCH,CAPPAGH CAPPAWHITE CO. TIPPERARY,TIPPERARY,TIPPERARY,E34V598,52.5838561,-8.1646975
CAPPAWHITE N S,CARAGH NAAS CO. KILDARE,KILDARE,KILDARE,W91YE97,53.2120434,-6.8194708
CARA JUNIOR SCHOOL,THE MALL SLIGO,SLIGO,SLIGO,F91FW10,54.2720747,-8.4659246
CARBURY NATIONAL SCHOOL,CARRIGEEN CO. KILKENNY,KILKENNY,KILKENNY,X91F656,52.5776957,-7.218002
CARIGEEN N S,DRUMFINN ROAD BALLYFERMOT DUBLIN 10,DUBLIN,DUBLIN 10,D10RR94,53.3498053,-6.2603097
CARITAS COLLEGE,BESTFIELD ATHY ROAD CARLOW,CARLOW,CARLOW,R93TW74,52.8375571,-6.9270373
CARLOW EDUCATE TOGETHER NS,111 UPPER GLENAGEARY ROAD DUN LAOGHAIRE CO. DUBLIN,DUBLIN,DUBLIN COUNTY,A96NY91,53.2803647,-6.1351123
CARMONA SPECIAL NATIONAL SCHOOL,CARNAUN ATHENRY CO. GALWAY,GALWAY,GALWAY,H65TX86,53.3324731,-8.7898003
CARNAIN N.S.,CARNANE FEDAMORE CO. LIMERICK,LIMERICK,LIMERICK,V35V520,53.3298348,-8.7856081
CARNANE MXD N S,CARNAROSS CO. MEATH,MEATH,MEATH,A82H316,53.605548,-6.6564169
CARNAROSS N S,CARNDONAGH COMMUNITY SCHOOL P.O. BOX 4 CARNDONAGH CO DONEGAL,DONEGAL,DONEGAL,F93VK61,54.6548993,-8.1040967
CARNEW N S,GURTEEN BALLYMOTE CO. SLIGO,SLIGO,SLIGO,F56DE40,52.7096658,-6.4992316
CARN N S,CARRACATSLE BALLAGHADEREEN CO. MAYO,MAYO,MAYO,F45VK23,53.9562689,-8.7031024
CARRACASTLE CENTRAL NS,RUSHEEN CARROWHOLLY WESTPORT CO. MAYO,MAYO,MAYO,F28VX94,53.8147011,-9.591196
CARRAHOLLY N S,LISCARNEY WESTPORT CO. MAYO,MAYO,MAYO,F28RF74,53.8143081,-9.5925692
CARRAKENNEDY N S,TONAFORTES CARRAROE CO. SLIGO,SLIGO,SLIGO,F91DC67,54.2447177,-8.4748815
CARRAROE N S,CREHANA CARRICK-BEG CARICK-ON-SUIR CO. WATERFORD,WATERFORD,WATERFORD,E32HP60,54.25039,-8.46786
CARRICKBEG N S,CARRICKERRY ATHEA CO. LIMERICK,LIMERICK,LIMERICK,V94N592,52.3418049,-7.4146751
CARRICKERRY N S,CARRICKLECK KINGSCOURT CO. MEATH,MEATH,MEATH,A82XK71,53.8745329,-6.7643913
CARRICKLECK N S,BALLINLOUGH CO. ROSCOMMON,ROSCOMMON,ROSCOMMON,F45PV27,53.7592604,-8.2681621
CARRICK N S,CARRIGAHOLT KILRUSH CO CLARE,CLARE,CLARE,V15A271,52.8439049,-8.9817324
CARRIGAHOLT MIXED N S,WATERPARK CARRIGALINE CO CORK,CORK,CORK,P43XE06,52.6047901,-9.7096712
CARRIGALINE COMMUNITY SCHOOL,BRIDGE MOUNT CARRIGALINE CO. CORK,CORK,CORK,P43Y160,51.8183521,-8.3878552
CARRIGALINE COMMUNITY SPECIAL SCHOOL,KILNAGLEARY CARRIGALINE CO. CORK,CORK,CORK,P43YX86,51.8206529,-8.386955
CARRIGALINE EDUCATE TOGETHER NS,LONGFORD ROAD CARRIGALLEN CO. LEITRIM,LEITRIM,LEITRIM,H12HK79,51.817905,-8.3914957
CARRIGALLEN N S,CARRIGALLEN CO. LEITRIM,LEITRIM,LEITRIM,H12TD72,53.9740509,-7.6468773
CARRIGALLEN VOCATIONAL SCHOOL,DURRUS BANTRY CO CORK,CORK,CORK,P75FH76,53.9769348,-7.6443259
CARRIGBOY N S,CARRIGDUFF BUNCLODY ENNISCORTHY CO. WEXFORD,WEXFORD,WEXFORD,Y21TP49,52.336916,-6.4633381
CARRIGDUFF NAT SCHOOL,CARRIGNAFOY COBH CO. CORK,CORK,CORK,P24WR29,51.8551053,-8.2865534
CARRIG N S,BALLYCOMMON NENAGH CO. TIPPERARY,TIPPERARY,TIPPERARY,E45P227,52.8942146,-8.251748
CARRIG N S,C/O CARRIGTWOHILL GAA CLUB CARRIGTWOHILL CO CORK,CORK,CORK,T45P282,51.8985143,-8.4756035
CARRIGTWOHILL COMMUNITY NATIONAL SCHOOL,UNIT A2 FOTA BUSINESS PARK CARRIGTWOHILL CO. CORK,CORK,CORK,T45XN23,51.9105982,-8.294408
CARRIGTWOHILL POST PRIMARY,KNOCKANRAHAN ARKLOW CO. WICKLOW,WICKLOW,WICKLOW,Y14XE30,51.9094919,-8.2589402
CARYSFORT MXD N S,CONVENT ROAD BLACKROCK CO. DUBLIN,DUBLIN,DUBLIN COUNTY,A94Y516,53.3498053,-6.2603097
CARYSFORT NS,RATHOATH ROAD CABRA DUBLIN 7,DUBLIN,DUBLIN 7,D07YY30,53.2973213,-6.181693
CASA CATERINA S S,DUALLA ROAD,CASHEL,CO TIPPERARY.,TIPPERARY,52.5159097,-7.8915829
CASHEL COMMUNITY SCHOOL,CASHEL CO TIPPERARY,TIPPERARY,TIPPERARY,E25NV05,52.5190242,-7.8809957
CASHEL DEANERY,BALLYMALEEL LETTERKENNY CO. DONEGAL,DONEGAL,DONEGAL,F92RF67,54.6548993,-8.1040967
CASTAHEANY EDUCATE TOGETHER NS,CASTLELACK BANDON CO. CORK,CORK,CORK,P72A327,51.8985143,-8.4756035
CASTLEALACK N S,MARSH HOUSE NEWTOWN CASTLEBAR CO. MAYO,MAYO,MAYO,F23FV59,53.8569482,-9.3019111
CASTLEBAR EDUCATE TOGETHER NATIONAL SCHOOL,SENIOR CAMPUS,UPPER CHAPEL STREET,CASTLEBAR,MAYO,53.8583796,-9.30072
CASTLEBAR PRIMARY SCHOOL,CASTLEBLAKENEY BALLINASLOE CO. GALWAY,GALWAY,GALWAY,H53Y650,53.8591361,-9.3010704
CASTLEBLAKENEY N S,DRUMALISH CASTLEBLAYNEY CO MONAGHAN,MONAGHAN,MONAGHAN,A75E653,54.2492046,-6.9683132
CASTLEBLAYNEY CENT N S,DUBLIN ROAD CASTLEBLAYNEY CO MONAGHAN,MONAGHAN,MONAGHAN,A75NP76,54.1145489,-6.7325188
CASTLEBLAYNEY COLLEGE,LAUREL HILL CASTLEBLAYNEY CO. MONAGHAN,MONAGHAN,MONAGHAN,A75KC57,54.1145498,-6.7325176
CASTLEBLAYNEY CONVENT INFANTS NATIONAL SCHOOL,LAUREL HILL CASTLEBLAYNEY CO. MONAGHAN,MONAGHAN,MONAGHAN,A75XT66,54.1182735,-6.7415098
CASTLEBLAYNEY CONVENT NATIONAL SCHOOL,CASTLEBRIDGE CO. WEXFORD,WEXFORD,WEXFORD,Y35Y208,54.120659,-6.7397374
CASTLECONNELL N S,ATHY ROAD CASTLEDERMOT CO. KILDARE,KILDARE,KILDARE,R14FX46,52.7129297,-8.5000525
CASTLEDERMOT NS MXD,CASTLEDRUM CASTLEMAIN CO. KERRY,KERRY,KERRY,V93DF79,52.9118755,-6.837567
CASTLEDRUM N S,STRAND ROAD CASTLEGREGORY CO. KERRY,KERRY,KERRY,V92P962,52.1742552,-9.7718559
CASTLEGREGORY MXD N S,CASTLEINEY TEMPLEMORE CO. TIPPERARY,TIPPERARY,TIPPERARY,E41X386,52.4737894,-8.1618514
CASTLE INY N S,TONBWEE CASTLEISLAND CO.KERRY,KERRY,KERRY,V92P528,52.2272989,-9.4567061
CASTLEISLAND COMMUNITY COLLEGE,CASTLEJORDAN TULLAMORE CO. OFFALY,OFFALY,OFFALY,R35NX94,52.2328974,-9.4601492
CASTLEJORDAN CENTRAL NS,COLLEGE RD CASTLEKNOCK DUBLIN 15,DUBLIN,DUBLIN 15,D15PD95,53.3684107,-6.3686096
CASTLEKNOCK COLLEGE,CARPENTERSTOWN ROAD CASTLEKNOCK DUBLIN 15,DUBLIN,DUBLIN 15,D15A996,53.3682815,-6.3683856
CASTLEKNOCK COMMUNITY COLLEGE,BEECHPARK AVENUE CASTLEKNOCK DUBLIN 15,DUBLIN,DUBLIN 15,D15X094,53.371686,-6.390483
CASTLELYONS B N S,CASTLEMAINE CO. KERRY,KERRY,KERRY,V93F864,52.0885669,-8.233699
CASTLEMAINE N S,GORTNAHOMNAMORE CASTLEMARTYR CO. CORK,CORK,CORK,P25FK64,51.9173145,-8.4500613
CASTLEMARTYR N S,CASTLEPLUNKETT CASTLEREA CO ROSCOMMON,ROSCOMMON,ROSCOMMON,F45YA40,53.7592604,-8.2681621
CASTLEPLUNKETT N S,CASTLEPOLLARD MULLINGAR CO WESTMEATH,WESTMEATH,WESTMEATH,N91EF89,53.6745847,-7.305088
CASTLEPOLLARD COMMUNITY COLLEGE,WATER STREET CASTLEPOLLARD CO. WESTMEATH,WESTMEATH,WESTMEATH,N91Y206,53.6748789,-7.3050636
CASTLEPOLLARD MIXED N S,PAKENHAMHALL ROAD CASTLEPOLLARD CO. WESTMEATH,WESTMEATH,WESTMEATH,N91C954,53.6794599,-7.3022561
CASTLEPOLLARD PAROC.N S,CASTLERAHAN BALLYJAMESDUFF CO. CAVAN,CAVAN,CAVAN,A82N673,53.9765424,-7.2996623
CASTLERAHAN CENTRAL NS,CASTLEREA CO. ROSCOMMON,ROSCOMMON,ROSCOMMON,F45ER02,53.7657082,-8.4835082
CASTLEREA COMMUNITY SCHOOL,DRUMMARTIN ACLARE CO. SLIGO,SLIGO,SLIGO,F91DV27,54.0629433,-8.8674295
CASTLETARA N S,CASTLETOWN KILPATRICK NAVAN CO MEATH,MEATH,MEATH,C15K225,53.7781136,-6.7160334
CASTLETOWN N S,ELDERFIELD BUILDING CASTLETOWN CO. LAOIS,LAOIS,LAOIS,R32VX78,52.9762773,-7.4918667
CASTLETOWN N.S,CASTLETOWN ROAD DUNDALK CO. LOUTH,LOUTH,LOUTH,A91P957,54.0107652,-6.4051389
CASTLETOWN RD CONVENT,CLOSE ROAD CASTLETOWNROCHE MALLOW CO. CORK,CORK,CORK,P51KT98,52.1721986,-8.4681442
CASTLETOWNROCHE N S,GURRANES CASTLETOWNSHEND SKIBBEREEN CO. CORK,CORK,CORK,P81VY73,52.1731113,-8.4634479
CASTLETOWNSEND MXD N S,NEWTOWN CASTLETROY CO LIMERICK,LIMERICK,LIMERICK,V946D85,51.5265757,-9.1793869
CASTLETROY COLLEGE,59 BAGGOT STREET LOWER DUBLIN 2,DUBLIN,DUBLIN 2,D02C625,53.3498053,-6.2603097
CATHERINE MC AULEY N SC,ASHBOURNE AVE SOUTH CIRCULAR ROAD LIMERICK,LIMERICK,LIMERICK,V94AW98,52.6519099,-8.6450063
CATHERINE MC AULEY SP S,89 LOWER LEESON STREET DUBLIN 2,DUBLIN,DUBLIN 2,D02KC81,53.3352966,-6.2558815
CAUSEWAY COMPREHENSIVE SCHOOL,FARNHAM STREET CAVAN CO. CAVAN,CAVAN,CAVAN,H12CX22,53.9897186,-7.3633319
CAVAN 1 N S,JAMES'S STREET DUBLIN 8,DUBLIN,DUBLIN 8,D08K338,53.3498053,-6.2603097
C.B.S. JAMES STREET,BARRACK STREET WATERFORD CITY,WATERFORD,WATERFORD,X91FK30,52.2593197,-7.1100703
"C.B.S. MOUNT SION, WATERFORD",CHAPEL STREET DUNDALK CO. LOUTH,LOUTH,LOUTH,A91YF82,52.2593197,-7.1100703
C.B.S. PRIMARY,GREEN STREET WEXFORD,WEXFORD,WEXFORD,Y35H343,52.3331446,-6.4644915
CBS PRIMARY WEXFORD,ABBEYTOWN GALWAY RD. ROSCOMMON TOWN CO. ROSCOMMON,ROSCOMMON,ROSCOMMON,F42V273,52.336916,-6.4633381
C.B.S. ROSCOMMON,THE GREEN TRALEE CO. KERRY,KERRY,KERRY,V92EA09,52.1544607,-9.5668632
C.B.S. SECONDARY SCHOOL,ROSSA ST THURLES CO TIPPERARY,TIPPERARY,TIPPERARY,E41HX75,52.6811987,-7.8142163
C.B.S. THURLES,WESTLAND ROW DUBLIN 2,DUBLIN,DUBLIN 2,D02YX80,53.3498053,-6.2603097
CEANN EITIGH N S,BALLYTRASNA TUAM CO. GALWAY,GALWAY,GALWAY,H54RW56,53.5465823,-8.8498553
CEATHRU NA NGARRDHANTA,MOORTOWN MAYNOOTH ROAD CELBRIDGE CO. KILDARE,KILDARE,KILDARE,W23K2E6,53.3592627,-6.5494007
CELBRIDGE COMMUNITY SCHOOL,MARLBOROUGH STREET DUBLIN 1,DUBLIN,DUBLIN 1,D01ER24,53.3589636,-6.5497884
CENTRAL INFS SCHOOL,VERNON AVENUE CLONTARF DUBLIN 3,DUBLIN,DUBLIN 3,D03K298,53.3498053,-6.2603097
CENTRAL REMEDIAL CLINIC,MARLBOROUGH STREET DUBLIN 1,DUBLIN,DUBLIN 1,D01P027,53.3693504,-6.2015852
CENTRAL SENIOR MXD N S,THE MALL CLONMEL,TIPPERARY,TIPPERARY,E91K2E2,52.4737894,-8.1618514
"CENTRAL TECHNICAL INSTITUTE, CLOMEL",COOLOCK VILLAGE MALAHIDE ROAD DUBLIN 5,DUBLIN,DUBLIN 5,D05EY86,53.3498053,-6.2603097
CHANEL COLLEGE,MARTIN'S ROW CHAPELIZOD DUBLIN 20,DUBLIN,DUBLIN 20,D20PH32,53.3882275,-6.2039437
CHAPELIZOD N S,CHURCH VIEW TULLAMORE CO OFFALY,OFFALY,OFFALY,R35CX20,53.34784,-6.3462465
